position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Defender,LB,Junior Firpo,1,FALSE,6.1,0,90,FALSE,0,0,,1,0,0,88,0,0.09,0,0.02,0.11,0,0,59,0,3,0,2,0.09,50,1,1,9,6,2,3,9,30,0,1,3,0,0,0,0
Midfielder,DM,Tyler Adams,2,FALSE,6.6,2,90,FALSE,0,0,,0,0,1,90,1,0.04,0,0.09,0.13,0,1,60,0,6,100,1,0.04,100,0,0,3,6,2,2,3,40,0,0,0,100,0,0,0
Midfielder,DM,Marc Roca,2,FALSE,6,2,66,FALSE,0,0,66,0,0,3,85,0,0.11,0,0.01,0.12,0,3,42,0,4,0,2,0.11,100,0,0,5,7,2,1,6,14,0,0,2,0,0,0,0
Midfielder,RW,Crysencio Summerville,4,FALSE,7.3,2,66,FALSE,0,0,66,0,0,0,100,2,0,0,0.01,0.01,0,0,30,0,1,0,1,0,100,0,0,4,5,2,5,4,56,0,3,1,100,0,0,0
Midfielder,AM,Brenden Aaronson,4,FALSE,6.5,2,84,FALSE,0,0,84,0,0,2,89,2,0.16,0.22,0.22,0.38,50,0,37,0,1,0,4,0.16,0,0,0,1,7,2,4,13,27,17,2,0,33,0,0,0
Midfielder,LW,Jack Harrison,4,FALSE,8.6,8 + 3,89,FALSE,1,1,90,0,0,2,72,3,0.83,0.42,0.1,0.93,100,1,61,0,3,50,2,0.83,50,1,0,6,7,0,3,5,38,0,1,1,0,0,0,25
Attacker,ST,Patrick Bamford,5,FALSE,7.7,6 + 2,66,FALSE,1,0,66,0,0,2,77,1,0.33,0.1,0.04,0.37,50,0,41,0,2,0,1,0.33,0,0,0,3,1,1,4,6,33,50,0,0,50,0,0,0
Attacker,ST,Evan Ferguson,5,FALSE,6.3,2,68,FALSE,0,0,68,0,0,1,79,1,0.3,0,0.01,0.31,0,1,25,0,0,0,2,0.3,50,0,0,3,1,0,3,4,50,0,1,1,0,0,0,0
Midfielder,LW,Kaoru Mitoma,4,FALSE,8.2,5 + 1,90,FALSE,0,1,,0,0,1,89,3,0.11,0,0.52,0.63,0,0,56,0,7,0,0,0.11,100,0,0,2,6,1,5,4,43,100,0,0,40,0,0,0
Midfielder,AM,Alexis Mac Allister,4,FALSE,8.1,7,90,FALSE,1,0,,0,0,4,84,0,0.69,0.94,0.33,1.02,25,0,83,0,11,100,1,0.69,0,0,0,1,5,1,5,5,50,0,3,1,50,0,0,0
Midfielder,RW,Solly March,4,FALSE,8.4,2,90,FALSE,1,0,,0,0,2,77,1,0.07,1.05,0.12,0.19,100,0,64,0,3,0,0,0.07,50,0,0,4,6,0,9,3,73,100,3,1,60,0,0,22
Midfielder,DM,Mois?s Caicedo,2,FALSE,7.5,1,90,FALSE,0,0,,1,0,0,80,1,0,0,0.04,0.04,0,0,77,0,9,67,0,0,17,0,0,12,11,2,9,5,62,100,1,2,50,0,0,0
Midfielder,DM,Pascal Gross,2,FALSE,6.9,2,90,FALSE,0,0,,0,0,1,89,0,0.17,0,0.13,0.3,0,1,90,0,7,100,1,0.17,100,1,0,4,3,0,6,2,75,0,2,0,67,0,0,10
Defender,LB,Pervis Estupin?n,1,FALSE,7.3,1,90,FALSE,0,0,,0,0,1,81,0,0.02,0,0.02,0.04,0,0,67,0,2,100,0,0.02,100,1,0,5,7,0,7,1,88,0,2,1,100,0,0,50
Defender,CB,Lewis Dunk,1,TRUE,7.5,1,90,FALSE,0,0,,0,0,2,93,2,0.05,0,0.02,0.07,0,1,134,0,10,82,0,0.05,67,0,0,5,8,0,6,3,60,75,0,2,0,0,0,0
Defender,CB,Adam Webster,1,FALSE,7.1,1,88,FALSE,0,0,88,0,0,0,89,0,0,0,0.01,0.01,0,0,109,0,10,50,0,0,100,4,1,9,4,0,6,3,100,57,0,0,0,0,0,0
Defender,RB,Joel Veltman,1,FALSE,6.2,1,90,FALSE,0,0,,0,0,2,75,0,0.09,0,0.01,0.1,0,1,54,0,4,0,0,0.09,0,0,0,5,1,2,3,4,43,0,0,1,50,0,0,0
Keeper,GK,Jason Steele,0,FALSE,6.3,1,90,TRUE,0,0,,0,0,0,86,0,0,0,0,0,0,0,42,0,0,43,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Danny Ward,0,FALSE,6.5,2,90,TRUE,0,0,,0,0,0,83,0,0,0,0,0,0,0,31,0,0,43,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,CB,Daniel Amartey,1,FALSE,6,1,66,FALSE,0,0,66,0,0,1,89,0,0.96,0,0.02,0.98,0,0,48,0,4,50,0,0.96,0,0,0,0,6,0,0,1,0,0,0,0,0,0,1,0
Defender,CB,Harry Souttar,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,1,88,0,0.4,0,0.01,0.41,100,0,70,0,7,0,0,0.4,0,4,2,7,5,0,10,1,100,89,0,0,0,0,1,0
Defender,CB,Wout Faes,1,FALSE,5,-2,87,FALSE,0,0,,0,0,1,89,0,0.09,0,0.01,0.1,0,1,70,0,5,50,0,0.09,100,2,1,10,3,3,7,7,44,60,1,2,0,0,0,0
Midfielder,RM,Ricardo Pereira,3,FALSE,7.9,3,90,FALSE,0,1,,1,0,1,83,3,0.06,0,0.19,0.25,0,1,73,0,4,33,0,0.06,100,1,0,6,7,1,2,3,40,0,0,2,100,0,0,20
Midfielder,CM,Kiernan Dewsbury-Hall,3,FALSE,7.2,2,90,FALSE,0,0,,0,0,4,83,1,0.43,0.95,0.04,0.47,100,2,69,0,8,50,3,0.43,100,0,0,7,1,1,11,8,56,100,3,3,71,0,1,0
Midfielder,CM,Nampalys Mendy,3,FALSE,7.2,2,66,FALSE,0,0,66,0,0,0,98,0,0,0,0.03,0.03,0,0,66,0,6,100,1,0,100,0,0,4,4,0,4,1,80,0,0,0,100,0,0,0
Midfielder,LM,Timothy Castagne,3,FALSE,7.5,1,90,FALSE,0,0,,0,0,1,76,1,0.04,0,0.01,0.05,0,0,77,0,8,100,0,0.04,67,0,0,7,8,1,5,3,67,50,1,0,0,0,0,0
Attacker,ST,Kelechi Iheanacho,5,FALSE,6.5,2,76,FALSE,0,0,76,0,0,1,85,2,0.06,0.03,0.04,0.1,100,0,44,0,4,0,4,0.06,0,1,0,2,1,0,5,9,45,0,0,0,67,0,0,0
Attacker,ST,Patson Daka,5,FALSE,7.2,6 + 1,66,FALSE,1,0,66,0,0,1,78,1,0.02,0.18,0.02,0.04,100,0,33,0,2,100,4,0.02,0,0,0,0,4,0,3,8,33,0,1,0,50,0,0,0
Attacker,ST,James Maddison,5,TRUE,7.8,2,89,FALSE,0,0,90,0,0,5,72,3,0.27,0.06,0.23,0.5,67,2,63,0,4,50,0,0.27,100,0,0,2,4,1,8,3,73,0,4,0,60,0,0,50
Attacker,ST,Joao F?lix,5,FALSE,6,1,45,FALSE,0,0,46,0,0,2,87,0,0.51,0,0,0.51,0,1,22,0,1,100,0,0.51,0,0,0,1,0,0,2,0,100,0,2,0,0,0,1,0
Attacker,ST,Mykhaylo Mudryk,5,FALSE,7,5,82,FALSE,0,1,82,0,0,1,67,2,0.03,0,0.06,0.09,0,1,39,0,1,0,2,0.03,0,0,0,2,3,2,2,11,13,20,0,1,0,0,0,0
Attacker,ST,Kai Havertz,5,FALSE,8.3,6 + 3,90,FALSE,1,0,,0,0,5,86,1,0.83,1.01,0.19,1.02,50,1,57,0,7,67,0,0.83,67,0,0,6,6,1,6,11,36,33,0,3,20,0,0,0
Midfielder,LM,Ben Chilwell,3,FALSE,8,8,73,FALSE,1,0,73,0,0,1,70,3,0.01,0.18,0.11,0.12,100,0,32,0,3,0,1,0.01,0,0,0,0,8,0,0,1,0,0,0,0,0,0,0,50
Midfielder,CM,Mateo Kovacic,3,TRUE,8.6,7 + 2,90,FALSE,1,0,,0,0,1,88,1,0.08,0.07,0.03,0.11,100,0,90,0,9,100,0,0.08,100,2,1,5,8,3,6,5,44,100,1,1,67,0,0,0
Midfielder,CM,Enzo Fern?ndez,3,FALSE,8,5,90,FALSE,0,1,,0,0,0,89,1,0,0,0.42,0.42,0,0,98,0,7,71,1,0,50,1,1,5,5,5,7,6,54,0,2,0,100,0,0,0
Midfielder,RM,Ruben Loftus-Cheek,3,FALSE,7.4,2,73,FALSE,0,0,73,0,0,0,77,2,0,0,0.01,0.01,0,0,48,0,2,33,0,0,0,1,1,2,3,0,6,4,67,50,1,0,50,0,0,0
Defender,CB,Marc Cucurella,1,FALSE,7.8,1,90,FALSE,0,0,,1,0,0,92,0,0,0,0.01,0.01,0,0,69,0,5,0,0,0,86,3,1,16,9,7,7,9,44,0,0,2,0,0,0,0
Defender,CB,Kalidou Koulibaly,1,FALSE,8,5,90,FALSE,0,1,,0,0,0,85,1,0.18,0.09,0.01,0.19,0,0,81,0,2,33,0,0.18,33,5,1,11,9,0,3,4,75,0,0,1,0,0,0,100
Defender,CB,Wesley Fofana,1,FALSE,7,1,86,FALSE,0,0,86,1,0,1,80,0,0.06,0.23,0.01,0.07,100,0,52,0,2,33,0,0.06,50,2,1,9,1,0,5,5,60,40,1,2,0,0,0,0
Keeper,GK,Kepa Arrizabalaga,0,FALSE,7,3,90,TRUE,0,0,,0,0,0,63,0,0,0,0,0,0,0,46,0,0,20,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,David De Gea,0,FALSE,8.1,7 + 1,90,TRUE,0,0,,0,0,0,62,0,0,0,0,0,0,0,40,0,0,31,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Aaron Wan-Bissaka,1,FALSE,7.3,6,90,FALSE,0,0,,0,0,1,73,0,0.03,0,0.01,0.04,0,1,65,0,5,60,0,0.03,50,3,2,7,3,0,6,1,80,100,1,0,50,0,0,0
Defender,CB,Rapha?l Varane,1,FALSE,7.1,6,90,FALSE,0,0,,0,0,1,84,0,0.25,0.21,0,0.25,100,0,48,0,0,100,0,0.25,0,3,3,7,3,1,4,2,75,50,0,0,100,0,1,0
Defender,CB,Lisandro Martinez,1,FALSE,7.6,5,89,FALSE,0,0,90,1,0,2,88,0,0.09,0,0.01,0.1,0,0,66,0,8,29,0,0.09,0,5,2,7,9,0,3,1,67,100,1,1,100,0,0,0
Defender,LB,Luke Shaw,1,FALSE,7.8,5,90,FALSE,0,0,,1,0,1,84,4,0.13,0,0.13,0.26,0,1,82,0,5,100,1,0.13,25,2,1,10,4,0,7,5,60,50,1,3,100,0,0,38
Midfielder,DM,Casemiro,2,FALSE,5.7,-2,34,FALSE,0,0,,0,1,0,74,0,0,0,0.01,0.01,0,0,33,0,4,57,0,0,100,0,0,7,4,1,4,4,43,100,0,3,0,0,0,0
Midfielder,RM,Antony,3,FALSE,7,3,74,FALSE,0,0,74,0,0,1,94,2,0.03,0,0.07,0.1,0,1,28,0,1,0,0,0.03,100,0,0,2,2,1,4,3,57,0,2,1,50,0,0,0
Midfielder,CM,Jadon Sancho,3,FALSE,7.2,3,73,FALSE,0,0,73,0,0,0,94,1,0,0,0.2,0.2,0,0,48,0,2,0,3,0,33,0,0,5,9,1,7,6,54,0,0,1,80,0,0,0
Midfielder,CM,Bruno Fernandes,3,TRUE,7.2,3,90,FALSE,0,0,,0,0,2,67,2,0.06,0.21,0.12,0.18,50,0,73,0,15,40,1,0.06,0,1,0,4,9,2,2,6,29,0,0,1,50,0,0,13
Midfielder,LM,Marcus Rashford,3,FALSE,6.2,3,90,FALSE,0,0,,0,0,1,59,0,0.18,0.03,0.02,0.2,100,0,39,0,3,100,2,0.18,0,4,4,5,3,1,3,5,20,67,1,0,0,0,1,0
Attacker,ST,Wout Weghorst,5,FALSE,5.9,1,44,FALSE,0,0,44,0,0,1,83,0,0.09,0.03,0,0.09,100,0,10,0,0,0,0,0.09,0,1,1,2,0,1,1,3,33,0,1,1,0,0,0,0
Attacker,ST,Che Adams,5,FALSE,5.9,2,76,FALSE,0,0,76,0,0,1,47,0,0.04,0,0.01,0.05,0,1,28,0,2,0,3,0.04,0,1,0,4,1,0,3,5,29,100,0,2,100,0,0,0
Midfielder,LW,Kamaldeen Sulemana,4,FALSE,5.9,3,76,FALSE,0,0,76,0,0,1,89,1,0.05,0,0.02,0.07,0,1,36,0,2,0,1,0.05,0,0,0,2,2,1,1,10,11,0,1,2,0,0,0,0
Midfielder,AM,Carlos Alcaraz,4,FALSE,6.4,1,55,FALSE,0,0,55,0,0,1,91,1,0.02,0,0.01,0.03,0,1,27,0,3,0,2,0.02,0,0,0,0,3,1,5,6,63,0,3,0,100,0,0,0
Midfielder,RW,Theo Walcott,4,FALSE,7.3,3,85,FALSE,0,0,85,0,0,4,55,2,0.59,0.47,0.02,0.61,67,1,35,0,1,0,0,0.59,0,0,0,2,4,3,4,3,50,100,2,0,100,0,0,0
Midfielder,DM,Romeo Lavia,2,FALSE,7.3,3,90,FALSE,0,0,,0,0,2,90,1,0.05,0,0.04,0.09,0,1,69,0,4,83,3,0.05,100,2,0,3,8,0,6,5,55,0,4,0,33,0,0,0
Midfielder,DM,James Ward-Prowse,2,TRUE,8.5,3,90,FALSE,0,0,,0,0,2,92,4,0.12,0,0.16,0.28,0,1,97,0,13,50,0,0.12,100,1,0,8,10,1,2,3,50,0,0,1,0,0,0,22
Defender,LB,Romain Perraud,1,FALSE,6.8,6,90,FALSE,0,0,,0,0,1,86,1,0.03,0,0.24,0.27,0,1,72,0,6,0,1,0.03,0,1,1,5,3,2,2,5,33,0,1,1,0,0,0,17
Defender,CB,Armel Bella-Kotchap,1,FALSE,7.9,6 + 3,90,FALSE,0,0,,0,0,0,90,2,0,0,0.2,0.2,0,0,69,0,4,0,0,0,100,4,1,9,9,0,1,0,100,0,0,0,0,0,0,0
Defender,CB,Jan Bednarek,1,FALSE,7.7,6,90,FALSE,0,0,,0,0,1,86,1,0.02,0,0.08,0.1,0,1,68,0,5,71,0,0.02,50,5,3,10,7,0,5,1,67,100,0,1,0,0,0,0
Defender,RB,Kyle Walker-Peters,1,FALSE,8,6 + 2,90,FALSE,0,0,,0,0,2,87,0,0.06,0.13,0.31,0.37,50,0,72,0,4,100,2,0.06,75,3,0,13,7,0,7,6,58,0,0,2,75,0,0,100
Keeper,GK,Gavin Bazunu,0,FALSE,8.3,7,90,TRUE,0,0,,0,0,0,67,0,0,0,0,0,0,0,29,0,0,14,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Nick Pope,0,FALSE,7.3,3,90,TRUE,0,0,,0,0,0,27,0,0,0,0,0,0,0,30,0,0,17,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Kieran Trippier,1,TRUE,6.9,5,90,FALSE,0,1,,0,0,3,79,1,0.21,0.31,0.16,0.37,100,2,78,0,9,43,2,0.21,0,4,3,8,8,1,4,8,13,75,0,3,0,0,0,23
Defender,CB,Fabian Sch?r,1,FALSE,7.2,2,90,FALSE,0,0,,0,0,1,81,0,0.18,0.21,0,0.18,100,0,46,0,6,67,1,0.18,100,7,2,8,5,0,5,2,75,67,2,0,0,0,0,0
Defender,CB,Sven Botman,1,FALSE,7.1,2,90,FALSE,0,0,,0,0,2,94,0,0.19,0,0.01,0.2,0,0,45,0,4,50,0,0.19,0,3,2,6,4,0,3,2,100,50,0,0,0,0,1,0
Defender,LB,Daniel Burn,1,FALSE,7.3,2,90,FALSE,0,0,,0,0,0,69,2,0,0,0.7,0.7,0,0,52,0,4,33,1,0,100,1,0,5,4,1,3,3,40,100,0,1,100,0,0,0
Midfielder,CM,Sean Longstaff,3,FALSE,6.8,2,90,FALSE,0,0,,0,0,0,92,0,0.02,0,0.02,0.04,0,0,34,0,2,100,0,0.02,100,0,0,2,4,2,3,3,40,100,1,1,0,0,0,0
Midfielder,CM,Bruno Guimaraes,3,FALSE,7.5,2,90,FALSE,0,0,,0,0,1,88,1,0.35,0,0.02,0.37,0,0,42,0,1,100,2,0.35,33,0,0,5,3,2,9,6,60,0,4,2,100,0,1,0
Midfielder,CM,Joseph Willock,3,FALSE,8.3,5 + 1,90,FALSE,0,1,,0,0,3,88,2,0.29,0.78,0.07,0.36,100,1,50,0,2,100,0,0.29,50,2,1,6,4,2,6,5,55,0,0,1,67,0,0,0
Attacker,ST,Allan Saint-Maximin,5,FALSE,7.3,3,68,FALSE,0,0,68,0,0,2,76,4,0.07,0,0.23,0.3,0,2,48,0,4,100,3,0.07,0,0,0,0,7,1,2,6,29,0,0,0,67,0,0,50
Attacker,ST,Alexander Isak,5,FALSE,7.8,5 + 2,68,FALSE,1,0,68,1,0,4,69,0,0.37,0.7,0.04,0.41,100,2,34,0,2,0,1,0.37,50,0,0,3,1,0,7,7,56,40,0,1,60,0,0,0
Attacker,ST,Jacob Murphy,5,FALSE,6.7,2,85,FALSE,0,0,85,0,0,2,75,0,0.1,0.23,0.04,0.14,100,1,35,0,1,50,2,0.1,0,1,0,2,3,1,4,5,50,0,2,0,50,0,0,20
Attacker,ST,Raul Jim?nez,5,FALSE,6.5,2,90,FALSE,0,0,,0,0,1,95,0,0.03,0.21,0.04,0.07,100,0,34,0,3,100,0,0.03,0,2,2,4,3,0,1,3,0,50,0,2,0,0,0,100
Midfielder,LW,Daniel Podence,4,FALSE,6.9,1,69,FALSE,0,0,69,1,0,1,86,1,0.03,0,0.02,0.05,0,0,35,0,2,33,0,0.03,50,0,0,3,7,4,5,9,38,0,2,1,25,0,0,0
Midfielder,AM,Joao Moutinho,4,FALSE,7.3,2,75,FALSE,0,0,75,0,0,1,77,1,0.07,0.16,0.05,0.12,100,0,43,0,3,0,0,0.07,60,1,0,11,3,0,8,4,67,0,2,3,50,0,0,25
Midfielder,RW,Adama Traor?,4,FALSE,6.3,1,45,FALSE,0,0,46,0,0,0,79,0,0,0,0.02,0.02,0,0,30,0,1,100,1,0,0,1,0,1,0,0,5,2,71,0,1,0,80,0,0,0
Midfielder,DM,Mario Lemina,2,FALSE,7,2,90,FALSE,0,0,,0,0,0,83,0,0,0,0.07,0.07,0,0,62,0,8,60,0,0,60,1,0,8,6,0,8,1,83,100,0,1,0,0,0,0
Midfielder,DM,Ruben Neves,2,TRUE,6.8,2,69,FALSE,0,0,69,0,0,2,97,1,0.08,0,0.03,0.11,0,0,47,0,3,100,1,0.08,0,1,0,2,7,3,2,5,33,0,0,0,100,0,0,0
Defender,LB,Jonny,1,FALSE,5.9,2,69,FALSE,0,0,69,0,0,0,87,0,0,0,0.01,0.01,0,0,34,0,3,100,1,0,0,1,0,4,0,0,2,3,33,50,0,1,0,0,0,0
Defender,CB,Max Kilman,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,0,78,1,0,0,0.01,0.01,0,0,75,0,5,44,1,0,50,3,3,9,5,0,5,3,75,50,1,0,0,0,0,0
Defender,CB,Craig Dawson,1,FALSE,6.3,1,90,FALSE,0,0,,0,0,0,81,0,0,0,0,0,0,0,75,0,7,43,0,0,0,9,4,12,6,1,1,3,0,33,0,0,0,0,0,0
Defender,RB,N?lson Semedo,1,FALSE,6.6,0,90,FALSE,0,0,,1,0,0,79,0,0,0,0.01,0.01,0,0,60,0,9,50,0,0,50,5,5,9,4,3,7,6,55,50,2,1,67,0,0,0
Keeper,GK,Jos? S?,0,FALSE,6.6,3,90,TRUE,0,0,,0,0,0,64,0,0,0,0,0,0,0,45,0,0,31,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Fraser Forster,0,FALSE,8.2,8 + 1,90,TRUE,0,0,,0,0,0,100,0,0,0,0,0,0,0,26,0,0,100,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Defender,CB,Cristian Romero,1,FALSE,7.8,2,90,FALSE,0,0,,0,0,1,94,0,0.06,0,0.02,0.08,0,0,97,0,6,60,0,0.06,50,9,7,14,7,0,5,1,100,75,0,0,0,0,0,0
Defender,CB,Cl?ment Lenglet,1,FALSE,7.4,2,90,FALSE,0,0,,0,0,1,83,0,0.03,0.05,0,0.03,100,0,58,0,4,75,0,0.03,100,3,1,4,6,1,7,3,80,60,2,0,100,0,0,0
Defender,CB,Eric Dier,1,FALSE,6.8,1,90,FALSE,0,0,,1,0,0,91,0,0,0,0.01,0.01,0,0,53,0,3,57,0,0,0,5,2,8,2,0,2,3,0,100,0,2,0,0,0,0
Midfielder,RM,Pedro Porro,3,FALSE,7.9,5,90,FALSE,0,1,,0,0,0,82,3,0,0,0.32,0.32,0,0,84,0,7,0,1,0,0,1,0,4,5,5,5,11,31,0,3,2,40,0,0,17
Midfielder,CM,Oliver Skipp,3,FALSE,7.6,1,89,FALSE,0,0,90,1,0,1,92,0,0.01,0,0.02,0.03,0,1,61,0,5,83,0,0.01,50,1,1,5,5,1,5,3,71,0,1,1,100,0,0,0
Midfielder,CM,Pierre-Emile H©ªjbjerg,3,FALSE,7.8,1,90,FALSE,0,0,,1,0,0,91,1,0,0,0.16,0.16,0,0,93,0,10,88,0,0,33,4,3,9,4,4,9,7,57,50,3,2,100,0,0,0
Midfielder,LM,Ben Davies,3,FALSE,7.3,2,90,FALSE,0,0,,0,0,2,74,1,0.1,0.39,0.05,0.15,50,0,55,0,4,0,0,0.1,0,2,2,6,4,1,6,6,0,75,0,3,0,0,0,0
Midfielder,AM,Richarlison,4,FALSE,8.5,8 + 1,84,FALSE,0,1,84,0,0,1,86,2,0.13,0.71,0.19,0.32,0,1,41,0,1,0,1,0.13,100,1,1,4,4,0,6,3,75,0,3,0,50,1,0,33
Midfielder,AM,Heung-Min Son,4,FALSE,8.4,7 + 2,84,FALSE,1,0,84,0,0,4,87,5,0.53,0.43,0.43,0.96,100,2,39,0,2,100,0,0.53,0,0,0,1,4,1,1,3,50,0,1,0,0,0,0,67
Attacker,ST,Harry Kane,5,TRUE,9,10 + 3,90,FALSE,2,0,,0,0,4,68,0,1.05,1.43,0.13,1.18,75,0,35,0,8,50,1,0.26,0,0,0,2,2,0,3,4,25,67,0,2,100,0,0,67
Attacker,ST,Brennan Johnson,5,FALSE,6.3,2,67,FALSE,0,0,67,0,0,1,77,1,0.05,0.03,0.01,0.06,100,0,23,0,1,0,0,0.05,0,0,0,0,1,1,3,5,50,0,0,0,60,0,0,100
Midfielder,AM,Morgan Gibbs-White,4,FALSE,6.6,2,90,FALSE,0,0,,0,0,0,75,2,0,0,0.12,0.12,0,0,47,0,2,100,1,0,0,0,0,2,6,0,6,8,57,29,2,2,100,0,0,20
Midfielder,AM,Jesse Lingard,4,FALSE,5.7,1,45,FALSE,0,0,46,0,0,0,85,0,0,0,0,0,0,0,18,0,1,0,1,0,100,0,0,1,0,3,1,4,20,0,0,0,0,0,0,0
Midfielder,CM,Orel Mangala,3,FALSE,6.5,1,45,FALSE,0,0,46,0,0,0,85,0,0,0,0.01,0.01,0,0,30,0,3,100,0,0,0,0,0,1,5,0,2,0,100,100,0,0,100,0,0,0
Midfielder,CM,Jonjo Shelvey,3,FALSE,6.6,2,90,FALSE,0,0,,0,0,2,83,1,0.05,0,0.22,0.27,0,1,82,0,14,62,0,0.05,0,3,1,6,5,1,1,3,0,100,0,2,0,0,0,0
Midfielder,CM,Remo Freuler,3,FALSE,6.2,2,67,FALSE,0,0,67,0,0,0,82,0,0,0,0.01,0.01,0,0,33,0,1,0,0,0,0,0,0,2,6,1,2,3,50,0,1,1,0,0,0,0
Defender,LB,Renan Lodi,1,FALSE,6.9,0,90,FALSE,0,0,,1,0,0,85,0,0,0,0.01,0.01,0,0,49,0,2,50,0,0,100,1,1,6,3,1,5,2,71,0,1,1,100,0,0,0
Defender,CB,Felipe,1,FALSE,8,4,90,FALSE,0,1,,0,0,2,88,1,0.1,0,0.45,0.55,0,1,57,0,6,50,0,0.1,100,3,0,9,7,1,5,2,60,100,1,1,100,0,0,0
Defender,CB,Joe Worrall,1,TRUE,7.4,7,90,FALSE,1,0,,0,0,1,76,1,0.32,0.43,0,0.32,100,0,54,0,2,78,0,0.32,0,8,4,11,4,0,2,3,0,50,0,1,0,0,0,0
Defender,RB,Serge Aurier,1,FALSE,6.8,1,90,FALSE,0,0,,0,0,1,92,1,0.1,0.31,0.05,0.15,100,0,64,0,6,67,0,0.1,100,1,1,5,3,0,4,5,60,25,1,2,100,0,0,0
Keeper,GK,Keylor Navas,0,FALSE,6.6,2,90,TRUE,0,0,,0,0,0,42,0,0,0,0,0,0,0,33,0,0,23,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Alphonse Areola,0,FALSE,6.8,3,90,TRUE,0,0,,0,0,0,70,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Thilo Kehrer,1,FALSE,7.6,2,90,FALSE,0,0,,0,0,0,84,1,0,0,0.02,0.02,0,0,61,0,10,67,0,0,0,5,4,11,9,1,5,3,50,75,0,1,0,0,0,0
Defender,CB,Kurt Zouma,1,FALSE,7,2,90,FALSE,0,0,,0,0,1,96,1,0.17,0,0.01,0.18,0,0,60,0,3,83,0,0.17,100,5,2,8,1,0,2,1,100,50,0,0,0,0,1,0
Defender,CB,Naif Aguerd,1,FALSE,6.8,2,90,FALSE,0,0,,0,0,1,89,0,0.39,0,0,0.39,0,0,79,0,8,55,0,0.39,0,7,4,9,5,0,4,4,50,50,1,1,0,0,1,0
Defender,LB,Emerson,1,FALSE,7.9,2,90,FALSE,0,0,,0,0,1,86,1,0.08,0,0.02,0.1,0,0,63,0,3,100,0,0.08,60,3,2,12,7,1,7,2,71,100,0,1,0,0,0,0
Midfielder,DM,Declan Rice,2,TRUE,7.5,2,90,FALSE,0,0,,0,0,0,87,2,0,0,0.13,0.13,0,0,63,0,5,40,1,0,57,1,0,10,4,1,7,3,70,0,0,0,0,0,0,67
Midfielder,RM,Jarrod Bowen,3,FALSE,7.2,2,90,FALSE,0,0,,0,0,1,53,2,0.02,0,0.13,0.15,0,1,48,0,2,0,4,0.02,0,1,0,3,4,3,11,9,53,100,3,1,88,0,0,20
Midfielder,CM,Lucas Paquet?,3,FALSE,7.3,4,77,FALSE,0,0,77,1,0,2,79,2,0.19,0,0.1,0.29,100,1,54,0,7,100,2,0.19,50,0,0,7,5,2,4,8,33,0,1,4,100,1,0,100
Midfielder,CM,Tomas Soucek,3,FALSE,6.8,2,90,FALSE,0,0,,0,0,0,69,0,0,0,0.01,0.01,0,0,21,0,2,0,0,0,100,0,0,4,3,0,3,1,100,67,0,0,0,0,0,100
Midfielder,LM,Said Benrahma,3,FALSE,8.1,7 + 1,90,FALSE,1,0,,0,0,10,54,2,1.2,1.23,0.08,1.28,56,1,51,0,2,0,0,0.42,0,0,0,1,5,1,1,4,25,0,0,1,50,0,0,14
Attacker,ST,Danny Ings,5,FALSE,6.4,2,86,FALSE,0,0,86,0,0,0,100,1,0,0,0.01,0.01,0,0,10,0,1,0,1,0,0,0,0,0,3,0,1,2,50,0,1,0,0,0,0,0
Attacker,ST,Ollie Watkins,5,FALSE,8.4,6 + 2,85,FALSE,1,0,85,0,0,4,65,1,0.74,1.45,0.06,0.8,100,1,31,0,1,0,0,0.74,100,2,2,4,1,0,6,4,50,67,1,0,0,0,1,0
