position,positionStringShort,name,positionRow,isCaptain,rating,fantasyScore,minutesPlayed,isGoalkeeper,goal,assist,subbedOutTime,yellowCard,redCard,total_shots,accurate_passes_rate(%),chances_created,expected_goals(xG),expected_goals_on_target(xGOT),expected_assists(xA),xG+xA,shot_accuracy(%),blocked_shots,touches,touches_in_opposition_box,passes_into_final_third,long_balls_accuracy(%),dispossessed,xG_Non_penalty,tackles_won_rate(%),clearances,headed_clearance,defensive_actions,recoveries,dribbled_past,duels_won,duels_lost,ground_duels_won_rate(%),aerial_duels_won_rate(%),was_fouled,fouls_commited,dribble_success_rate(%),penalties_won,big_chances_missed,crosses_success_rate(%)
Midfielder,DM,Christian Eriksen,2,FALSE,8.5,6 + 2,79,FALSE,0,1,79,0,0,0,81,3,0,0,0.55,0.55,0,0,85,0,15,67,1,0,100,2,2,4,11,0,1,2,50,0,0,0,0,0,0,40
Midfielder,RW,Anthony Elanga,4,FALSE,6.2,3,61,FALSE,0,0,61,0,0,2,85,0,0.09,0,0.01,0.1,0,0,23,0,0,0,1,0.09,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0
Midfielder,AM,Bruno Fernandes,4,FALSE,7.9,2,90,FALSE,0,0,,1,0,1,84,1,0.02,0,0.22,0.24,0,1,67,0,2,50,1,0.02,100,1,0,9,7,1,10,7,67,0,4,3,100,0,0,50
Midfielder,LW,Marcus Rashford,4,FALSE,7.6,8,90,FALSE,1,0,,0,0,5,85,1,0.56,0.76,0.06,0.62,50,1,45,0,0,0,3,0.56,0,0,0,2,4,1,2,9,22,0,2,1,0,0,0,0
Attacker,ST,Cristiano Ronaldo,5,FALSE,7.4,2,90,FALSE,0,0,,0,0,6,81,0,0.41,0.02,0.02,0.43,33,3,42,0,2,0,0,0.41,0,3,3,3,2,0,4,2,100,33,1,0,100,0,1,0
Attacker,ST,Gianluca Scamacca,5,FALSE,6.1,0,57,FALSE,0,0,57,1,0,2,91,2,0.16,0,0.04,0.2,0,2,19,0,3,100,2,0.16,0,0,0,2,1,0,2,5,0,67,0,2,0,0,0,0
Midfielder,LW,Said Benrahma,4,FALSE,7.2,2,90,FALSE,0,0,,0,0,3,86,2,0.17,0.07,0.06,0.23,100,2,55,0,1,100,1,0.17,50,0,0,4,5,0,7,6,54,0,2,0,38,0,0,33
Midfielder,AM,Flynn Downes,4,FALSE,6.3,2,77,FALSE,0,0,77,0,0,0,92,1,0,0,0.01,0.01,0,0,45,0,0,0,0,0,0,0,0,3,4,1,1,4,25,0,1,2,0,0,0,0
Midfielder,RW,Jarrod Bowen,4,FALSE,6.2,2,90,FALSE,0,0,,0,0,1,74,0,0.44,0,0.01,0.45,100,0,40,0,3,100,1,0.44,0,0,0,0,7,1,4,7,50,0,4,0,0,0,1,14
Midfielder,DM,Declan Rice,2,TRUE,7.4,2,90,FALSE,0,0,,0,0,2,88,1,0.05,0.4,0.01,0.06,100,1,84,0,8,67,0,0.05,50,1,0,8,5,0,6,3,57,100,1,1,33,0,0,0
Midfielder,DM,Tomas Soucek,2,FALSE,6.5,1,90,FALSE,0,0,,1,0,1,79,0,0.04,0,0.01,0.05,0,1,50,0,6,75,1,0.04,67,2,0,11,3,1,8,10,40,50,1,3,0,0,0,100
Defender,LB,Aaron Cresswell,1,FALSE,6.7,2,90,FALSE,0,0,,0,0,0,80,1,0,0,0.06,0.06,0,0,66,0,9,57,0,0,0,2,1,3,6,0,1,1,0,50,0,0,0,0,0,13
Defender,CB,Kurt Zouma,1,FALSE,6.6,2,90,FALSE,0,0,,0,0,2,93,0,0.11,0.27,0,0.11,50,0,55,0,1,100,0,0.11,0,5,4,5,4,0,1,1,0,50,0,0,0,0,0,0
Defender,CB,Craig Dawson,1,FALSE,6.1,2,90,FALSE,0,0,,0,0,1,74,1,0.08,0,0.05,0.13,0,0,50,0,4,14,2,0.08,0,5,3,7,4,0,1,5,0,33,0,1,0,0,0,0
Defender,RB,Thilo Kehrer,1,FALSE,7.4,1,90,FALSE,0,0,,1,0,0,77,0,0,0,0.02,0.02,0,0,75,0,10,17,0,0,50,2,2,11,8,2,9,4,70,67,1,1,0,0,0,0
Keeper,GK,Lukasz Fabianski,0,FALSE,6,1,45,TRUE,0,0,46,0,0,0,73,0,0,0,0,0,0,0,25,0,0,60,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Nick Pope,0,FALSE,7.2,6,90,TRUE,0,0,,0,0,0,50,0,0,0,0,0,0,0,21,0,0,40,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Kieran Trippier,1,TRUE,8.4,9 + 2,90,FALSE,0,1,,0,0,0,80,4,0,0,1.29,1.29,0,0,87,0,13,36,0,0,100,2,1,5,7,2,4,4,57,0,2,0,0,0,0,75
Defender,CB,Fabian Sch?r,1,FALSE,7.2,6,83,FALSE,0,0,83,0,0,0,80,1,0,0,0.02,0.02,0,0,55,0,10,63,0,0,0,1,0,3,7,1,2,2,50,0,0,0,0,0,0,0
Defender,CB,Sven Botman,1,FALSE,7.1,6,71,FALSE,0,0,71,0,0,0,86,0,0,0,0.01,0.01,0,0,44,0,1,50,0,0,0,2,0,5,4,0,4,1,50,100,0,1,0,0,0,0
Defender,LB,Daniel Burn,1,FALSE,7.1,6,90,FALSE,0,0,,0,0,0,79,0,0,0,0,0,0,0,68,0,3,0,0,0,100,0,0,3,4,0,6,3,50,80,1,1,0,0,0,0
Midfielder,CM,Sean Longstaff,3,FALSE,7.4,3,90,FALSE,0,0,,0,0,3,74,1,0.11,0,0.22,0.33,0,1,65,0,7,60,0,0.11,33,2,1,7,5,0,4,4,60,33,0,2,0,0,0,50
Midfielder,CM,Bruno Guimaraes,3,FALSE,8,3,83,FALSE,0,0,83,0,0,0,84,2,0,0,0.08,0.08,0,0,92,0,8,70,2,0,0,0,0,5,11,0,6,4,67,0,4,0,50,0,0,0
Midfielder,CM,Joseph Willock,3,FALSE,7.1,3,71,FALSE,0,0,71,0,0,1,73,0,0.05,0,0.06,0.11,0,0,47,0,5,50,2,0.05,100,0,0,3,6,0,3,3,50,0,0,0,50,0,0,100
Attacker,ST,Miguel Almiron,5,FALSE,8.1,11 + 1,86,FALSE,1,0,86,0,0,3,81,2,0.34,0.7,0.09,0.43,100,1,60,0,4,100,2,0.34,100,0,0,3,3,0,2,3,40,0,1,2,0,0,1,0
Attacker,ST,Callum Wilson,5,FALSE,9.3,16 + 3,86,FALSE,2,1,86,0,0,5,78,2,1.89,1.86,0.06,1.95,60,0,27,0,2,0,2,1.11,0,0,0,2,2,0,2,5,25,33,1,2,0,0,1,0
Attacker,ST,Joelinton,5,FALSE,8.6,7,90,FALSE,1,0,,1,0,4,88,2,0.66,0.86,0.05,0.71,50,0,72,0,4,0,2,0.66,100,0,0,4,7,1,6,6,38,75,0,1,50,0,0,0
Attacker,ST,Danny Ings,5,FALSE,6,2,90,FALSE,0,0,,0,0,0,56,1,0,0,0.02,0.02,0,0,17,0,1,0,2,0,0,1,1,2,1,0,3,3,40,100,2,1,0,0,0,0
Midfielder,LW,Leon Bailey,4,FALSE,5.8,2,61,FALSE,0,0,61,0,0,0,55,1,0,0,0.35,0.35,0,0,24,0,0,0,1,0,0,1,1,4,3,1,2,10,20,0,1,3,25,0,0,0
Midfielder,AM,Emiliano Buendia,4,FALSE,6.1,2,61,FALSE,0,0,61,0,0,3,87,0,0.37,0,0.01,0.38,0,3,45,0,6,100,2,0.37,67,0,0,5,5,0,3,6,43,0,0,2,0,0,0,0
Midfielder,RW,Ollie Watkins,4,FALSE,6.5,1,90,FALSE,0,0,,1,0,0,65,1,0,0,0.02,0.02,0,0,38,0,3,0,0,0,0,0,0,2,8,0,2,7,25,20,0,1,33,0,0,0
Midfielder,DM,Douglas Luiz,2,FALSE,6,2,90,FALSE,0,0,,0,0,0,90,0,0,0,0.01,0.01,0,0,65,0,3,0,1,0,75,0,0,5,5,1,6,3,63,100,1,1,0,0,0,0
Midfielder,DM,Leander Dendoncker,2,FALSE,5.7,2,69,FALSE,0,0,69,0,0,0,77,0,0,0,0,0,0,0,43,0,4,0,0,0,25,0,0,6,4,1,4,4,67,0,0,0,0,0,0,0
Defender,LB,Ashley Young,1,FALSE,5.9,0,90,FALSE,0,0,,0,0,0,88,0,0,0,0.01,0.01,0,0,50,0,3,50,0,0,50,2,1,9,5,0,4,2,60,100,0,2,50,0,0,0
Defender,CB,Tyrone Mings,1,FALSE,6.1,0,90,FALSE,0,0,,0,0,0,69,0,0,0,0,0,0,0,42,0,2,33,0,0,0,2,0,7,5,0,3,2,100,33,2,0,0,0,0,0
Defender,CB,Ezri Konsa,1,FALSE,5.8,0,90,FALSE,0,0,,0,0,0,86,0,0,0,0,0,0,0,52,0,3,29,0,0,0,5,1,6,4,0,4,0,100,100,2,0,0,0,0,0
Defender,RB,Matty Cash,1,FALSE,6,0,69,FALSE,0,0,69,0,0,0,64,0,0,0,0.05,0.05,0,0,46,0,7,0,0,0,50,1,1,4,4,0,4,1,75,100,0,0,50,0,0,50
Keeper,GK,Emiliano Martinez,0,TRUE,6.5,1,35,TRUE,0,0,35,0,0,0,54,0,0,0,0,0,0,0,15,0,0,40,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Emiliano Martinez,0,TRUE,7.1,2,90,TRUE,0,0,,1,0,0,77,0,0,0,0,0,0,0,52,0,0,50,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Matty Cash,1,FALSE,7.2,2,90,FALSE,0,0,,0,0,1,83,0,0.02,0,0,0.02,0,0,54,0,2,75,0,0.02,100,1,1,5,4,0,2,1,67,0,1,0,0,0,0,0
Defender,CB,Ezri Konsa,1,FALSE,6.9,2,90,FALSE,0,0,,0,0,0,95,0,0,0,0,0,0,0,51,0,2,0,0,0,0,5,3,6,2,0,2,2,50,50,1,0,0,0,0,0
Defender,CB,Tyrone Mings,1,FALSE,7.2,1,90,FALSE,0,0,,1,0,0,90,0,0,0,0,0,0,0,61,0,3,29,0,0,0,8,6,12,4,1,2,2,0,100,0,1,0,0,0,0
Defender,LB,Lucas Digne,1,FALSE,7.6,8 + 2,79,FALSE,1,0,79,0,0,1,79,0,0.03,0.3,0.01,0.04,100,0,49,0,1,57,1,0.03,0,1,1,2,1,0,2,2,50,50,1,0,0,0,0,0
Midfielder,DM,Leander Dendoncker,2,FALSE,6.8,2,89,FALSE,0,0,90,0,0,0,100,0,0,0,0,0,0,0,28,0,0,0,1,0,33,1,1,6,6,1,3,4,60,0,0,0,0,0,0,0
Midfielder,DM,Douglas Luiz,2,FALSE,7.6,2,90,FALSE,0,0,,0,0,0,86,1,0,0,0.01,0.01,0,0,60,0,3,33,0,0,0,0,0,8,4,0,4,0,100,0,1,2,100,0,0,0
Midfielder,RW,Jacob Ramsey,4,FALSE,7.6,11 + 3,90,FALSE,1,1,,0,0,1,75,1,0.18,0.4,0.03,0.21,100,0,54,0,3,33,1,0.18,33,1,0,8,4,2,8,4,67,0,2,0,0,0,0,0
Midfielder,AM,Emiliano Buendia,4,FALSE,6.9,2,79,FALSE,0,0,79,0,0,1,77,0,0.1,0,0.02,0.12,0,0,49,0,4,67,1,0.1,0,2,2,7,7,4,3,8,29,25,0,1,0,0,0,0
Midfielder,LW,Leon Bailey,4,FALSE,8,6 + 1,70,FALSE,1,0,70,1,0,2,85,1,0.33,0.75,0.05,0.38,100,0,30,0,3,0,2,0.33,0,0,0,3,3,0,6,5,55,0,2,1,60,0,0,50
Attacker,ST,Ollie Watkins,5,FALSE,7.5,5,78,FALSE,0,1,78,0,0,0,75,1,0,0,0.09,0.09,0,0,30,0,0,100,1,0,0,1,1,1,0,0,2,1,0,100,0,0,0,0,0,0
Attacker,ST,Cristiano Ronaldo,5,TRUE,6.6,1,90,FALSE,0,0,,1,0,3,88,0,0.24,0.26,0.01,0.25,50,1,25,0,0,0,0,0.24,100,0,0,3,1,0,2,1,67,0,1,1,0,0,1,0
Midfielder,LW,Alejandro Garnacho,4,FALSE,6.3,2,65,FALSE,0,0,65,0,0,1,83,0,0.18,0.14,0.04,0.22,100,0,37,0,1,0,1,0.18,50,0,0,2,2,1,3,6,33,0,0,0,20,0,0,0
Midfielder,AM,Donny van de Beek,4,FALSE,6.3,2,66,FALSE,0,0,65,0,0,1,87,1,0.03,0,0.04,0.07,0,1,19,0,0,0,0,0.03,0,0,0,0,0,0,2,1,100,50,0,0,100,0,0,0
Midfielder,RW,Marcus Rashford,4,FALSE,5.7,2,90,FALSE,0,0,,0,0,0,87,0,0,0,0.1,0.1,0,0,45,0,1,100,5,0,0,0,0,2,4,0,3,9,20,50,0,2,67,0,0,33
Midfielder,DM,Christian Eriksen,2,FALSE,6.5,2,90,FALSE,0,0,,0,0,0,88,1,0,0,0.21,0.21,0,0,86,0,10,80,0,0,100,0,0,2,7,0,2,1,67,0,0,1,100,0,0,13
Midfielder,DM,Casemiro,2,FALSE,5.9,2,90,FALSE,0,0,,0,0,1,79,1,0.01,0,0.15,0.16,0,1,78,0,17,69,0,0.01,25,0,0,9,4,1,5,8,40,33,0,4,0,0,0,50
Defender,LB,Luke Shaw,1,FALSE,5.8,3,65,FALSE,0,0,65,1,0,1,86,0,0.02,0.49,0.04,0.06,0,0,82,0,14,67,0,0.02,100,1,0,5,4,0,2,3,40,0,1,2,0,0,0,0
Defender,CB,Lisandro Martinez,1,FALSE,6.4,1,90,FALSE,0,0,,0,0,0,89,1,0,0,0.2,0.2,0,0,105,0,16,64,0,0,67,3,1,10,4,2,4,4,43,100,0,2,0,0,0,0
Defender,CB,Victor Nilsson Lindel?f,1,FALSE,5.6,1,90,FALSE,0,0,,0,0,0,93,0,0,0,0,0,0,0,65,0,5,100,0,0,0,1,0,2,3,0,1,1,0,50,0,0,0,0,0,0
Defender,RB,Diogo Dalot,1,FALSE,6.6,0,90,FALSE,0,0,,1,0,0,74,0,0,0,0.05,0.05,0,0,81,0,8,63,1,0,100,0,0,5,6,0,9,4,75,60,0,0,75,0,0,33
Keeper,GK,David De Gea,0,FALSE,5,1,90,TRUE,0,0,,0,0,0,87,0,0,0,0,0,0,0,31,0,0,50,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Edouard Mendy,0,FALSE,6.8,2,90,TRUE,0,0,,0,0,0,70,0,0,0,0,0,0,0,42,0,0,38,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,C?sar Azpilicueta,1,TRUE,7.3,1,90,FALSE,0,0,,1,0,0,67,0,0,0,0,0,0,0,73,0,6,0,0,0,100,4,3,15,4,1,10,7,50,80,1,4,50,0,0,0
Defender,CB,Trevoh Chalobah,1,FALSE,6.9,1,90,FALSE,0,0,,1,0,0,88,0,0,0,0.01,0.01,0,0,52,0,3,20,0,0,33,3,3,9,6,2,6,4,50,75,0,1,0,0,0,0
Defender,CB,Thiago Silva,1,FALSE,6.7,2,90,FALSE,0,0,,0,0,1,76,0,0.13,0,0.01,0.14,0,0,72,0,15,27,1,0.13,50,2,1,9,5,1,4,3,50,100,1,1,0,0,0,0
Defender,LB,Marc Cucurella,1,FALSE,6.7,2,90,FALSE,0,0,,0,0,1,67,0,0.05,0,0,0.05,0,1,46,0,6,0,1,0.05,40,1,1,9,5,0,9,4,67,100,3,3,0,0,0,0
Midfielder,DM,Ruben Loftus-Cheek,2,FALSE,6.4,2,78,FALSE,0,0,78,0,0,0,84,0,0,0,0.02,0.02,0,0,32,0,1,100,0,0,0,1,1,3,3,1,5,4,75,40,1,0,0,0,0,0
Midfielder,DM,Jorginho,2,FALSE,7.6,2,90,FALSE,0,0,,0,0,0,65,0,0,0,0.01,0.01,0,0,43,0,6,43,0,0,100,2,1,6,12,3,5,3,57,100,1,0,100,0,0,0
Midfielder,RW,Raheem Sterling,4,FALSE,5.8,1,90,FALSE,0,0,,1,0,0,79,1,0,0,0.03,0.03,0,0,39,0,2,100,3,0,0,0,0,3,6,0,3,11,23,0,1,2,17,0,0,0
Midfielder,AM,Kai Havertz,4,FALSE,6.6,2,64,FALSE,0,0,64,0,0,1,65,1,0.02,0.08,0.08,0.1,100,0,35,0,1,0,1,0.02,100,2,2,5,2,0,3,2,33,100,0,2,0,0,0,0
Midfielder,LW,Mason Mount,4,FALSE,6.5,2,78,FALSE,0,0,78,0,0,1,62,1,0.04,0,0.07,0.11,0,1,38,0,4,100,0,0.04,0,1,1,4,4,1,6,4,57,67,3,2,0,0,0,25
Attacker,ST,Pierre-Emerick Aubameyang,5,FALSE,5.8,1,64,FALSE,0,0,64,1,0,1,60,0,0.05,0,0.01,0.06,0,1,8,0,0,0,0,0.05,0,2,1,4,0,0,0,2,0,0,0,2,0,0,0,0
Attacker,ST,Gabriel Martinelli,5,FALSE,6.8,3,89,FALSE,0,0,90,0,0,2,84,1,0.16,0,0.22,0.38,0,0,45,0,2,100,3,0.16,0,1,0,3,6,0,5,8,40,33,3,2,50,0,0,0
Attacker,ST,Gabriel Jesus,5,FALSE,7.5,2,90,FALSE,0,0,,0,0,3,75,2,0.55,0.1,0.04,0.59,50,1,63,0,2,0,3,0.55,100,2,2,9,2,1,12,16,45,33,4,3,44,0,1,0
Attacker,ST,Bukayo Saka,5,FALSE,7.5,5,90,FALSE,0,1,,1,0,1,84,3,0.11,0,0.13,0.24,0,0,60,0,4,100,5,0.11,50,0,0,4,6,0,4,9,33,0,2,2,0,0,0,22
Midfielder,CM,Granit Xhaka,3,FALSE,7.4,3,90,FALSE,0,0,,0,0,2,77,0,0.07,0,0.03,0.1,0,2,64,0,7,50,3,0.07,100,2,2,7,6,1,9,7,60,50,1,0,100,0,0,0
Midfielder,CM,Thomas Partey,3,FALSE,7.8,3,90,FALSE,0,0,,0,0,2,93,0,0.34,0,0.02,0.36,0,0,73,0,8,100,0,0.34,0,3,3,7,12,0,7,4,83,40,1,1,100,0,1,0
Midfielder,CM,Martin _degaard,3,TRUE,6.7,3,87,FALSE,0,0,87,0,0,1,79,2,0.12,0,0.28,0.4,0,0,43,0,2,33,2,0.12,0,0,0,3,3,0,2,4,33,0,1,2,100,0,0,25
Defender,LB,Oleksandr Zinchenko,1,FALSE,7.4,6 + 1,78,FALSE,0,0,78,0,0,0,83,0,0,0,0.01,0.01,0,0,57,0,3,50,1,0,50,1,1,6,6,0,6,1,83,100,1,0,0,0,0,0
Defender,CB,Gabriel,1,FALSE,8.4,12 + 3,90,FALSE,1,0,,0,0,1,85,0,0.78,0.99,0.01,0.79,100,0,71,0,7,75,0,0.78,0,4,3,6,7,1,5,3,50,75,1,1,100,0,0,0
Defender,CB,William Saliba,1,FALSE,7.7,6 + 2,90,FALSE,0,0,,0,0,0,83,0,0,0,0.01,0.01,0,0,71,0,5,14,0,0,50,3,1,9,13,0,3,2,67,50,0,1,0,0,0,100
Defender,RB,Ben White,1,FALSE,7.4,5,90,FALSE,0,0,,1,0,2,80,1,0.13,0,0.02,0.15,0,0,71,0,11,50,0,0.13,0,4,2,7,3,2,5,5,63,0,3,1,100,0,0,0
Keeper,GK,Aaron Ramsdale,0,FALSE,7.3,6,90,TRUE,0,0,,0,0,0,73,0,0,0,0,0,0,0,32,0,0,42,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Jordan Pickford,0,FALSE,6.3,3,90,TRUE,0,0,,0,0,0,64,0,0,0,0.01,0,0,0,57,0,0,42,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Seamus Coleman,1,TRUE,6.5,2,71,FALSE,0,0,71,0,0,0,95,0,0,0,0.13,0.13,0,0,35,0,2,50,0,0,100,0,0,3,5,1,2,2,33,100,0,0,0,0,0,100
Defender,CB,Conor Coady,1,FALSE,6.1,1,90,FALSE,0,0,,0,0,0,83,0,0,0,0.07,0.07,0,0,76,0,9,43,0,0,0,3,1,3,1,0,4,1,100,75,1,0,0,0,0,100
Defender,CB,James Tarkowski,1,FALSE,6.2,1,90,FALSE,0,0,,0,0,1,85,1,0.03,0.08,0.11,0.14,100,0,74,0,6,43,0,0.03,0,2,1,12,2,1,3,4,25,67,0,2,0,0,0,0
Defender,LB,Vitalii Mykolenko,1,FALSE,6.5,1,90,FALSE,0,0,,0,0,0,78,1,0,0,0.12,0.12,0,0,66,0,6,67,0,0,0,6,3,9,7,0,1,2,33,0,0,1,0,0,0,75
Midfielder,CM,Amadou Onana,3,FALSE,6.4,2,61,FALSE,0,0,61,0,0,2,85,1,0.12,0,0.17,0.29,0,0,31,0,1,0,1,0.12,0,1,0,3,3,0,4,4,25,75,1,1,0,0,0,0
Midfielder,CM,Idrissa Gana Gueye,3,FALSE,6.9,1,45,FALSE,0,0,46,0,0,0,75,0,0,0,0,0,0,0,33,0,1,0,0,0,100,0,0,11,5,1,4,4,50,0,0,3,100,0,0,0
Midfielder,CM,Alex Iwobi,3,FALSE,7,2,90,FALSE,0,0,,0,0,3,87,3,0.33,0,0.37,0.7,0,2,63,0,11,100,2,0.33,100,1,1,3,6,0,3,3,60,0,1,0,0,0,1,0
Attacker,ST,Dwight McNeil,5,FALSE,6.3,2,71,FALSE,0,0,71,0,0,0,90,1,0,0,0.14,0.14,0,0,34,0,0,0,1,0,0,2,1,3,2,0,2,2,33,100,0,0,0,0,0,17
Attacker,ST,Dominic Calvert-Lewin,5,FALSE,6.5,2,61,FALSE,0,0,61,0,0,3,62,1,0.52,0.47,0.12,0.64,50,1,26,0,1,0,2,0.52,0,0,0,0,2,0,7,3,33,86,0,0,100,0,1,0
Attacker,ST,Demarai Gray,5,FALSE,7,2,90,FALSE,0,0,,0,0,1,89,2,0.03,0,0.11,0.14,0,0,53,0,3,0,0,0.03,100,0,0,2,4,0,4,0,100,100,2,0,0,0,0,29
Attacker,ST,Patson Daka,5,FALSE,7,2,70,FALSE,0,0,70,0,0,4,69,2,0.57,0.34,0.06,0.63,67,1,23,0,1,0,0,0.57,0,0,0,0,0,0,1,0,0,100,0,0,0,0,1,0
Midfielder,LM,Harvey Barnes,3,FALSE,8.1,8,90,FALSE,1,0,,0,0,5,81,1,0.82,0.73,0.1,0.92,80,0,43,0,4,0,1,0.82,0,0,0,1,4,0,1,4,25,0,1,1,0,0,1,0
Midfielder,CM,Kiernan Dewsbury-Hall,3,FALSE,7.5,3,78,FALSE,0,0,78,0,0,1,81,5,0.11,0,0.31,0.42,0,1,56,0,8,100,5,0.11,0,1,0,1,8,0,3,6,33,0,0,0,75,0,0,0
Midfielder,CM,Youri Tielemans,3,TRUE,8.6,8 + 3,89,FALSE,1,0,90,0,0,2,90,2,0.05,0.37,0.3,0.35,100,1,79,0,5,40,0,0.05,50,0,0,4,11,0,3,2,75,0,1,1,0,0,0,50
Midfielder,RM,James Maddison,3,FALSE,9.1,9 + 2,90,FALSE,0,2,,0,0,8,90,4,0.46,0,0.35,0.81,0,4,67,0,6,50,0,0.46,0,0,0,2,3,0,5,3,71,0,2,0,60,0,0,50
Midfielder,DM,Boubakary Soumar?,2,FALSE,7.6,3,70,FALSE,0,0,70,0,0,0,93,0,0,0,0.01,0.01,0,0,68,0,6,50,2,0,100,2,0,9,8,1,5,5,50,50,1,1,0,0,0,0
Defender,LB,James Justin,1,FALSE,7.5,6 + 1,90,FALSE,0,0,,0,0,0,93,0,0,0,0.02,0.02,0,0,69,0,2,80,0,0,100,7,4,11,5,0,1,5,100,0,0,0,0,0,0,0
Defender,CB,Wout Faes,1,FALSE,7.3,6,90,FALSE,0,0,,0,0,1,84,0,0.07,0.05,0.03,0.1,100,0,86,0,7,38,0,0.07,50,4,0,8,6,1,4,5,60,25,1,1,0,0,0,0
Defender,CB,Daniel Amartey,1,FALSE,7,6,90,FALSE,0,0,,0,0,0,98,1,0,0,0.11,0.11,0,0,66,0,3,100,0,0,0,4,4,6,4,0,1,4,0,25,0,1,0,0,0,0
Defender,RB,Timothy Castagne,1,FALSE,7.5,6,90,FALSE,0,0,,0,0,1,74,3,0.29,0,0.06,0.35,0,0,69,0,5,40,1,0.29,67,1,1,6,2,0,3,4,60,0,0,0,0,0,1,67
Keeper,GK,Danny Ward,0,FALSE,7.8,6,90,TRUE,0,0,,0,0,0,69,0,0,0,0,0,0,0,52,0,0,35,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Keeper,GK,Illan Meslier,0,FALSE,6.4,1,90,TRUE,0,0,,0,0,0,36,0,0,0,0,0,0,0,19,0,0,13,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
Defender,RB,Rasmus Kristensen,1,FALSE,7,0,90,FALSE,0,0,,1,0,1,82,0,0.08,0,0.05,0.13,0,0,78,0,5,100,0,0.08,60,3,2,10,3,1,10,5,64,75,0,2,67,0,0,13
Defender,CB,Robin Koch,1,FALSE,6.5,1,90,FALSE,0,0,,0,0,2,88,0,0.12,0,0.06,0.18,0,1,68,0,14,83,0,0.12,50,2,1,8,6,1,6,6,33,67,0,3,0,0,0,0
Defender,CB,Liam Cooper,1,TRUE,7.7,7,90,FALSE,1,0,,0,0,2,85,0,0.19,0.08,0.01,0.2,50,0,70,0,8,29,0,0.19,0,4,2,7,6,1,8,4,33,78,1,1,0,0,0,0
Defender,LB,Pascal Struijk,1,FALSE,7.6,4,90,FALSE,0,0,,0,0,2,82,2,0.08,0,0.12,0.2,0,1,82,0,9,33,0,0.08,50,2,0,7,7,0,7,2,100,67,1,0,0,0,0,33
Midfielder,DM,Tyler Adams,2,FALSE,7,2,90,FALSE,0,0,,0,0,0,89,1,0,0,0.04,0.04,0,0,55,0,5,100,0,0,80,0,0,10,7,0,7,5,64,0,2,4,0,0,0,0
Midfielder,DM,Marc Roca,2,FALSE,6,1,54,FALSE,0,0,54,0,0,1,89,0,0.04,0,0.01,0.05,0,1,34,0,5,100,0,0.04,50,0,0,2,5,1,2,1,67,0,0,0,0,0,0,0
Midfielder,RW,Jack Harrison,4,FALSE,7,1,45,FALSE,0,0,46,0,0,0,72,1,0,0,0.12,0.12,0,0,39,0,4,100,0,0,100,0,0,2,3,2,4,3,50,100,1,1,100,0,0,20
Midfielder,AM,Brenden Aaronson,4,FALSE,6.3,2,86,FALSE,0,0,86,0,0,2,94,1,0.06,0,0.05,0.11,0,2,52,0,1,0,2,0.06,0,0,0,2,3,0,0,6,0,0,0,2,0,0,0,0
Midfielder,LW,Crysencio Summerville,4,FALSE,8.6,10 + 3,90,FALSE,1,0,,0,0,1,86,4,0.51,0.95,0.07,0.58,100,0,58,0,4,0,3,0.51,100,0,0,4,3,0,5,5,50,0,2,1,33,1,0,0
Attacker,ST,Rodrigo,5,FALSE,7.9,7,81,FALSE,1,0,81,0,0,3,67,0,0.92,0.99,0,0.92,33,0,37,0,2,0,1,0.14,0,0,0,1,3,0,7,4,60,67,1,0,50,0,0,0
Attacker,ST,Dominic Solanke,5,FALSE,7.2,6,90,FALSE,1,0,,0,0,1,62,0,0.28,0.34,0.01,0.29,100,0,36,0,0,0,5,0.28,0,4,4,5,5,1,6,11,42,20,2,1,100,0,0,0
Attacker,ST,Kieffer Moore,5,FALSE,6.2,2,90,FALSE,0,0,,0,0,1,71,0,0.52,0.71,0.01,0.53,100,0,34,0,1,0,1,0.52,0,3,3,5,1,0,6,12,57,18,3,2,100,0,1,0
Midfielder,LM,Marcus Tavernier,3,FALSE,9,13 + 3,90,FALSE,1,2,,0,0,2,63,2,0.24,0.52,0.23,0.47,100,0,68,0,5,0,2,0.24,100,1,1,5,9,2,11,13,48,33,4,2,40,0,1,14
Midfielder,CM,Jefferson Lerma,3,FALSE,7.3,1,90,FALSE,0,0,,1,0,1,73,1,0.14,0,0.05,0.19,100,0,54,0,5,33,1,0.14,100,2,0,5,10,1,11,6,67,63,5,1,0,0,0,0
